1901  |010001 |R     And *|002401.95 +383437.3 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|           |-0.016 -0.035|2000.0  | |Hip      |M         |R     And |
117844|010413 |V0413 And *|235404.04 +391657.0 |EA/RS     |  7.61   |   8.46     |            |U |48127.2     |     |    53.             |04   |G0III            |73005 HIP  |           |+0.053 +0.018|2000.0  | |Hip      |EA+RS     |V0413 And |
10023 |010419 |V0419 And *|020902.33 +393532.3 |DSCTC     |  9.14   |(  0.04    )|            |B |            |     |     0.054          |     |F0               |76019 HIP  |           |+0.010 -0.013|2000.0  | |Hip      |DSct      |V0419 And |
2900  |010428 |V0428 And *|003646.44 +442918.9 |SRS       |  5.13   |(  0.06    )|            |V |            |     |    11.5            |     |K5-M0III         |77008 HIP  |           |-0.037 +0.032|2000.0  | |Hip      |SR        |V0428 And |
10951 |010436 |V0436 And  |022102.67 +425638.3 |ACV       |  7.23   |   7.29     |            |Hp|            |     |    26.87           |     |B9pCrEuSi        |77022 HIP  |           |+0.006 -0.013|2000.0  | |Hip      |ACV       |V0436 And |
544   |010439 |V0439 And  |000636.78 +290117.4 |BY        |  6.13   |(  0.04    )|            |V |            |     |     6.23           |     |K0Ve             |78005 DM   |           |+0.380 -0.178|2000.0  | |Hip      |BY        |V0439 And |
4983  |010442 |V0442 And  |010353.36 +473832.3 |BE        |  6.63   |   6.92     |            |V |            |     |                    |     |B2IVe            |78019 HIP  |           |-0.005 -0.003|2000.0  | |Hip      |Be        |V0442 And |
5521  |010443 |V0443 And  |011041.91 +425554.6 |BY        |  7.66   |(  0.02    )|            |V |            |     |    20.27           |     |K0V              |78018 HIP  |           |-0.154 -0.200|2000.0  | |Hip      |BY        |V0443 And |
5944  |010445 |V0445 And  |011629.25 +425621.9 |BY        |  6.61   |(  0.03    )|            |V |            |     |     5.67           |     |G0               |78018 HIP  |           |-0.112 -0.030|2000.0  | |Hip      |BY        |V0445 And |
6680  |010446 |V0446 And *|012540.85 +470706.7 |*         |  7.61   |(  0.09    )|            |V |            |     |    64.23           |     |G4III            |78018 HIP  |           |+0.011 -0.001|2000.0  | |Hip      |*         |V0446 And |
10321 |010450 |V0450 And  |021255.01 +404006.0 |BY        |  7.19   |(  0.02    )|            |V |            |     |     7.6         :  |     |G0V              |78018 HIP  |           |+0.059 -0.109|2000.0  | |Hip      |BY        |V0450 And |
10339 |010451 |V0451 And  |021313.34 +403027.3 |BY        |  7.35   |(  0.03    )|            |V |            |     |     7.52           |     |G0V              |78018 HIP  |           |+0.058 -0.096|2000.0  | |Hip      |BY        |V0451 And |
115331|010453 |V0453 And  |232136.51 +440552.4 |BY        |  7.36   |(  0.04    )|            |V |            |     |     7.489          |     |K1V              |78018 HIP  |           |+0.636 +0.219|2000.0  | |Hip      |BY        |V0453 And |
116613|010454 |V0454 And  |233758.49 +461158.0 |BY        |  6.58   |(  0.02    )|            |V |            |     |     7.5         :  |     |G3/4V            |77119 HIP  |           |+0.357 -0.011|2000.0  | |Hip      |BY        |V0454 And |
1030  |010470 |V0470 And *|001250.25 +374137.2 |LPB       |  6.66   |   6.70     |            |Hp|            |     |     2.74725        |     |B2V              |80019 HIP  |           | 0.001 -0.003|2000.0  | |Hip      |SPB       |V0470 And |
677   |019001 |alf   And *|000823.26 +290525.6 |ACV:      |  2.06   |(  0.04    )|            |V |            |     |     0.966222       |     |B8IVpHgMn        |08030 HIP  |           |+0.136 -0.163|2000.0  | |Hip      |ACV:      |alf   And |
3693  |019006 |zet   And *|004720.32 +241601.8 |ELL/RS    |  3.92   |   4.14     |            |V |32761.016   |     |    17.769586       |     |K1IIe            |N0112 HIP  |           |-0.101 -0.082|2000.0  | |Hip      |ELL+RS    |zet   And |
116584|019011 |lam   And *|233733.84 +462729.4 |RS        |  3.65   |   4.05     |            |V |43832.8     |     |    53.95           |     |G8III-IV         |N0113 HIP  |           |+0.159 -0.421|2000.0  | |Hip      |RS        |lam   And |
113726|019015 |omi   And *|230155.26 +421933.5 |GCAS      |  3.55   |   3.78     |            |V |            |     |                    |     |B6IIIpe+A2p      |N0107 HIP  |           |+0.022 +0.000|2000.0  | |Hip      |Be        |omi   And |
49784 |020001 |R     Ant  |100945.45 -374355.5 |CST       |  7.65   |            |            |V |            |     |                    |     |A0V              |01113 CoD  |           |-0.016 -0.011|2000.0  | |Hip      |CST       |R     Ant |
46810 |020002 |S     Ant  |093218.39 -283740.0 |EW        |  6.27   |   6.83     |   6.80     |V |52627.7968  |     |     0.6483489      |     |F3V              |00001 CoD  |           |-0.089 +0.044|2000.0  | |Hip      |EC        |S     Ant |
46924 |020003 |T     Ant *|093350.86 -363656.7 |DCEP      |  8.88   |   9.82     |            |V |36120.608   |     |     5.898053       |22   |F6Iab            |N0027 CoD  |           |-0.007 +0.006|2000.0  | |Hip      |DCep      |T     Ant |
51821 |020004 |U     Ant  |103512.85 -393345.3 |LB        |  8.8    |   9.7      |            |p |            |     |                    |     |C5,3(Nb)         |06258 CoD  |           |-0.032 +0.003|2000.0  | |Hip      |Lb        |U     Ant |
50697 |020005 |V     Ant *|102109.11 -344718.8 |M         |  8.2    |  14.0      |            |V |52772.      |     |   303.             |     |M7IIIe           |01113 06286|           |-0.004 +0.007|2000.0  | |Hip      |M         |V     Ant |
49524 |020007 |X     Ant  |100642.24 -300438.0 |M         |  8.8    |  14.0      |            |V |53458.      |     |   164.1            |     |M2-M6e           |N0002 02452|           |-0.008 -0.007|2000.0  | |Hip      |M         |X     Ant |
47076 |020010 |RR    Ant  |093538.93 -395412.6 |LB        |  8.0    |   8.8      |            |V |            |     |                    |     |M6III            |00016 CoD  |           |-0.001 +0.002|2000.0  | |Hip      |Lb        |RR    Ant |
50289 |020047 |WY    Ant *|101604.95 -294342.4 |RRAB      | 10.27   |  11.22     |            |V |48500.5339  |     |     0.574341       |15   |A5-F4            |HIP   06286|           |+0.036 -0.049|2000.0  | |Hip      |RR0       |WY    Ant |
48188 |020049 |XX    Ant  |094924.71 -382057.3 |EA        |  8.60   |   9.23     |   9.23     |V |53413.7871  |     |     0.888014       |20   |A8/F0V           |N0009 CoD  |           |-0.018 +0.024|2000.0  | |Hip      |EA        |XX    Ant |
49118 |020052 |YY    Ant  |100130.65 -380527.7 |LB        |  8.74   |   9.4      |            |V |            |     |                    |     |M3/4III          |00001 CoD  |           |-0.009 +0.008|2000.0  | |Hip      |Lb        |YY    Ant |
49950 |020056 |AB    Ant  |101153.82 -351929.1 |LB        |  6.6    |   7.1      |            |V |            |     |                    |     |C6,3(N0)         |00001 CoD  |           |-0.001 +0.000|2000.0  | |Hip      |Lb        |AB    Ant |
50456 |020061 |AG    Ant *|101807.59 -285931.2 |*         |  5.29   |   5.83     |            |V |            |     |   429.             |     |B9.5Ib-II        |N0018 CoD  |           |-0.015 +0.011|2000.0  | |Hip      |*         |AG    Ant |
53227 |020062 |AH    Ant  |105314.87 -325918.9 |SRD       |  8.40   |   8.7      |            |V |            |     |    83.             |     |K2III            |00001 CoD  |           |-0.023 +0.013|2000.0  | |Hip      |SRd       |AH    Ant |
47018 |020064 |AK    Ant  |093456.55 -285239.3 |DSCTC     |  8.80   |(  0.03  b )|            |V |            |     |     0.066          |     |A2II/III(w)      |73012 CoD  |           |-0.017 +0.013|2000.0  | |Hip      |DSct      |AK    Ant |
46521 |020065 |AL    Ant  |092918.09 -334021.1 |LB        |  7.40   |   7.78     |            |V |            |     |                    |     |M2/M3III         |HIP   HIP  |           |-0.017 -0.005|2000.0  | |Hip      |Lb        |AL    Ant |
46833 |020066 |AM    Ant  |093235.15 -335949.8 |ACV       |  9.31   |   9.38     |            |Hp|            |     |     4.8910         |     |Ap(Si)           |HIP   HIP  |           |-0.010 +0.001|2000.0  | |Hip      |ACV       |AM    Ant |
46845 |020067 |AN    Ant  |093244.34 -371334.8 |EB        |  8.21   |   8.34     |   8.26     |V |52974.8389  |     |     3.681309       |     |F0/F2IV          |00001 HIP  |           |-0.012 -0.017|2000.0  | |Hip      |EC        |AN    Ant |
47467 |020068 |AO    Ant  |094034.88 -363213.6 |LB        |  8.6    |   9.0      |            |V |            |     |                    |     |M0               |HIP   HIP  |           |-0.018 +0.011|2000.0  | |Hip      |Lb        |AO    Ant |
49375 |020069 |AP    Ant  |100449.02 -281119.3 |ACV       |  6.93   |   6.99     |            |Hp|            |     |    18.201          |     |Ap(Eu-Cr)        |HIP   HIP  |           |-0.027 +0.011|2000.0  | |Hip      |ACV       |AP    Ant |
49960 |020070 |AQ    Ant  |101200.95 -332725.2 |LB        |  9.06   |   9.22     |            |Hp|            |     |                    |     |K5               |HIP   HIP  |           |-0.005 +0.007|2000.0  | |Hip      |Lb        |AQ    Ant |
50160 |020071 |AR    Ant  |101421.01 -380913.7 |LB        |  9.30   |   9.48     |            |Hp|            |     |                    |     |M2/M3            |HIP   HIP  |           |-0.011 +0.007|2000.0  | |Hip      |Lb        |AR    Ant |
50256 |020072 |AS    Ant  |101542.67 -312852.4 |LB:       |  8.29   |   8.39     |            |Hp|            |     |                    |     |K5III            |HIP   HIP  |           |+0.001 -0.004|2000.0  | |Hip      |Lb:       |AS    Ant |
50268 |020073 |AT    Ant  |101550.73 -321034.4 |SRA       |  8.1    |   8.6      |            |V |53497.      |     |    45.3            |     |M4III            |00001 HIP  |           |-0.017 +0.008|2000.0  | |Hip      |SR        |AT    Ant |
51112 |020074 |AU    Ant  |102634.67 -344202.9 |SRB       |  8.30   |   8.64     |            |V |            |     |    30.3            |     |M3III            |N0002 HIP  |           |-0.005 +0.002|2000.0  | |Hip      |SR        |AU    Ant |
51175 |020075 |AV    Ant  |102710.02 -371247.2 |SRB       |  7.5    |   8.3      |            |V |            |     |    84.             |     |M4III            |00001 HIP  |           |-0.020 +0.010|2000.0  | |Hip      |SR        |AV    Ant |
51847 |020076 |AW    Ant  |103532.35 -362312.2 |SRD:      |  8.6    |   9.5      |            |V |            |     |   700.          :  |     |G5               |00001 HIP  |           |-0.010 +0.002|2000.0  | |Hip      |SRd:      |AW    Ant |
51924 |020077 |AX    Ant  |103624.85 -314959.0 |LB        |  8.53   |   8.70     |            |V |            |     |                    |     |K5               |HIP   HIP  |           |+0.015 -0.006|2000.0  | |Hip      |Lb        |AX    Ant |
52239 |020078 |AY    Ant  |104020.78 -395603.4 |SRD       |  9.64   |  10.06     |            |V |            |     |    53.5            |     |Kp               |00001 HIP  |           |-0.014 +0.001|2000.0  | |Hip      |SRd       |AY    Ant |
52567 |020079 |AZ    Ant  |104450.70 -352038.5 |DSCTC     |  7.93   |   7.96     |            |Hp|            |     |     0.1053030      |     |A5/7V            |HIP   HIP  |           |-0.022 +0.009|2000.0  | |Hip      |DSct      |AZ    Ant |
53078 |020080 |BB    Ant  |105133.06 -343215.8 |SRB       |  8.1    |   9.0      |            |V |            |     |   125.             |     |M6III            |00001 HIP  |           |+0.007 -0.006|2000.0  | |Hip      |SR        |BB    Ant |
53325 |020081 |BC    Ant  |105426.11 -333009.1 |LB        |  8.85   |   9.09     |            |V |            |     |                    |     |K5               |HIP   HIP  |           |-0.001 +0.004|2000.0  | |Hip      |Lb        |BC    Ant |
48776 |020084 |BF    Ant  |095654.09 -272830.6 |DSCTC     |  6.32   |(  0.01    )|            |V |            |     |                    |     |A4V              |78024 CoD  |           |-0.073 +0.024|2000.0  | |Hip      |DSct      |BF    Ant |
73223 |030001 |R     Aps  |145752.98 -763945.5 |CST:      |  5.38   |            |            |V |            |     |                    |     |K4III:           |      HIP  |           |-0.069 -0.016|2000.0  | |Hip      |Cst:      |R     Aps |
74179 |030002 |S     Aps  |150924.54 -720345.2 |RCB       |  9.6    |  17.       |            |V |            |     |                    |     |C(R3)            |      HIP  |           |-0.005 -0.001|2000.0  | |Hip      |RCB       |S     Aps |
75707 |030004 |U     Aps  |152801.01 -755546.6 |SRB       |  8.1    |   8.9      |            |V |            |     |   217.             |     |C(Nb)            |00001 HIP  |           |-0.005 -0.003|2000.0  | |Hip      |SR        |U     Aps |
72444 |030032 |TY    Aps *|144850.01 -711941.9 |RRAB      | 11.1    |  12.5      |            |V |53484.762   |     |     0.5016957      |18   |A8-F6            |00001 HIP  |           |-0.035 +0.008|2000.0  | |Hip      |RR0       |TY    Aps |
85473 |030049 |XX    Aps  |172802.08 -692022.3 |M         | 10.1    |  13.2      |            |V |54309.      |     |   161.0            |     |Me               |00001 HIP  |           |-0.013 -0.027|2000.0  | |Hip      |M         |XX    Aps |
72721 |030051 |XZ    Aps  |145205.42 -794046.6 |RRAB      | 11.6    |  12.6      |            |V |53472.7513  |     |     0.587266       |16   |                 |00001 HIP  |           |-0.018 +0.009|2000.0  | |Hip      |RR0       |XZ    Aps |
85095 |030145 |DW    Aps  |172330.03 -675544.9 |EA        |  8.86   |   9.96     |   8.95     |V |53542.8121  |     |     2.3129485      |14   |B6III            |00001 HIP  |           |-0.004 -0.014|2000.0  | |Hip      |EA        |DW    Aps |
76011 |030289 |NN    Aps  |153127.12 -710343.7 |ACV       |  6.86   |   6.93     |            |V |            |     |     4.4916         |     |B8pSiCrFe        |N0314 HIP  |           |-0.016 -0.016|2000.0  | |Hip      |ACV       |NN    Aps |
85760 |030290 |NO    Aps  |173127.47 -805132.9 |SR        |  5.71   |   5.95     |            |V |            |     |    24.9         :  |     |M3III            |00001 HIP  |           |-0.002 -0.043|2000.0  | |Hip      |SR        |NO    Aps |
69451 |030291 |NP    Aps  |141310.89 -732534.5 |SRB       |  8.3    |   8.8      |            |V |            |     |    57.2            |     |M4III            |00001 HIP  |           |-0.023 +0.002|2000.0  | |Hip      |SR        |NP    Aps |
